EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
5.656666756,0.808095217,0.434908271,0.225301415,1,0,0,0,1,100,0.501882076,100,0,0,0,0,6,5,30,16.66666603,1,16.66666603,20.07528305,60.15037537,12.5,0.416666657,0,0,7,7,42,16.66666603,1,14.28571415,20.07528305,59.25925827,17.5,0.416666657,4,9.523809433,18,2,3.23E-05,3.59E-06,20,3.59E-05,6.41E-09,9.07E-07,18,635209,616918,0.125470519,0.129190594,16,0.00252202,8.01,13.43333149,2,0.016833749,0.002506266,6.552079201,0.936011314,0.215688974,0.16,1,7,222,3,0,1,25,8,1,9,1,2,1,6,53,1,6,8,123,0,2,3,5,121,8,6,49,157,18,0.34,13,67,3,58,0,5,1,93,2,0,5,1,5,2.5,1,5,4.166666667,3,3,1.333333333,1,3,1,0,0,0
1,0.5,1.234568,0.057316814,2,1,2,50,1,50,1.129234672,75,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,1,50,1.129234672,75,0.5,0.25,0,0,0,3,0,5.39E-06,3,5.39E-06,5.73E-11,8.10E-09,0,633616,636006,0.125785962,0.125313282,0,0,2.3,1,3.5,0.001253133,0.004385965,1.740740776,0.870370388,0.652459264,0.196376413,0,168,481,55,0,55,3,79,55,226,1,57,55,1,90,1,1,55,213,0,0,79,1,316,55,55,6,385,106,0.23,6,112,55,56,1,0,79,0,1,0,0,1,6,6,6,2,2,2,55,55,55,3,3,3,0,0
3.785087585,0.757017553,0.672880888,0.303980231,1,0,0,0,1,100,0.878293574,100,0,0,0,0,4,2,12,16.66666603,2,50,17.69134331,52.02952194,5,0.416666657,0,0,5,4,20,20,1,20,17.69134331,50.7194252,8,0.400000006,1.5,7.5,17,2,3.05E-05,3.59E-06,19,3.41E-05,8.23E-08,1.16E-05,17,634413,628843,0.12562795,0.126740694,2.25,0.000354659,8.12,6.833333492,2.5,0.008563074,0.003132832,4.63630724,0.927261472,0.328447253,0.389006853,0,10,59,3,0,1,0,4,2,13,0,0,2,2,21,1,2,4,13,0,1,3,2,12,4,2,14,28,8,0.75,10,22,3,17,2,2,2,0,3,0,2,1,3,3,3,8,5.5,3,3,2,1,1,0.75,0,0,0
2.283333302,0.570833325,0.880235434,0.032248471,1,0,0,0,1,100,0.752823114,100,0,0,0,0,3,2,6,33.33333206,1,33.33333206,17.56587219,52.04460907,2,0.333333343,0,0,4,5,12,41.66666794,1,25,17.56587219,50.90909195,3.5,0.291666657,0,0,4,1,7.18E-06,1.80E-06,5,8.98E-06,1.43E-08,2.02E-06,4,635209,629640,0.125470519,0.126580268,0,0,3.67,5.833333492,2,0.007309942,0.002506266,3.085252047,0.771313012,0.356948614,0.16107434,0,7,98,6,0,1,1,12,2,10,0,2,2,5,37,1,5,11,22,1,1,7,4,27,11,5,23,51,20,0.73,10,43,6,32,0,5,2,60,3,0,1,1,4,2.6,1,15,6.4,3,7,2.4,1,5,1.5,0,0,0
7.676666737,0.852962971,0.347308725,0.308809102,1,0,0,0,1,100,0.501882076,100,0,0,0,0,8,6,56,10.71428585,2,25,20.32622337,54.18060303,25,0.446428567,0,0,9,8,72,11.11111069,2,22.22222137,20.32622337,53.46534729,32,0.444444448,6,8.333333015,25,5,4.49E-05,8.98E-06,30,5.39E-05,6.71E-09,9.49E-07,25,635209,616913,0.125470519,0.129191637,16,0.00252202,9.49,14.93333244,2,0.01871345,0.002506266,8.660400391,0.962266684,0.156032234,0.103578292,0,4,148,3,0,1,1,9,1,8,0,3,1,7,62,1,7,9,49,0,2,3,7,38,9,7,26,70,15,0.89,16,41,3,31,0,7,1,57,2,0,7,1,5,1.714285714,1,6,3,2,4,1.428571429,1,1,0.333333333,0,0,0
4.013636589,0.802727282,0.555594623,0.301277012,1,0,0,0,1,100,1.129234672,100,0,0,0,0,4,2,12,16.66666603,2,50,17.69134331,52.22222137,5,0.416666657,0,0,5,3,20,15,2,40,17.81681252,50.89605713,8.5,0.425000012,2.5,12.5,23,2,4.13E-05,3.59E-06,25,4.49E-05,9.91E-08,1.40E-05,23,634413,628843,0.12562795,0.126740694,3.333333254,0.000525421,8.6,6.833333492,2.5,0.008563074,0.003132832,4.764304161,0.952860892,0.284373224,0.366507113,0,6,92,4,0,2,0,10,2,8,0,2,2,5,37,1,5,9,19,0,3,5,5,19,9,8,18,45,14,0.82,10,32,4,22,0,5,2,53,3,0,2,1,4,2.2,1,11,4,1,4,1.8,1,2,1,0,0,0
1,1,1,1,1,0,0,0,1,100,0.627352595,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.627352595,100,0,0,0,0,0,4,0,7.18E-06,4,7.18E-06,2.35E-10,3.33E-08,0,633618,636006,0.125785574,0.125313282,0,0,2.73,1,2.833333254,0.001253133,0.003550543,1,1,1,1,19,22,709,19,0,3,0,145,6,30,0,7,5,20,195,1,20,100,65,1,8,21,0,289,117,66,69,454,234,0.43,63,303,15,202,1,20,7,76,1,0,0,1,13,5.1,2,19,5.7,1,44,8.1,1,5,2.863636364,0,0,0
2.785872936,0.696468234,0.744132102,0.543442667,1,0,0,0,1,100,0.501882076,100,0,0,0,0,3,2,6,33.33333206,1,33.33333206,17.56587219,52.04460907,2,0.333333343,0,0,4,4,12,33.33333206,1,25,17.69134331,51.64834976,4,0.333333343,1,8.333333015,22,50,3.95E-05,8.98E-05,72,0.000129,1.14E-07,1.61E-05,22,635209,629640,0.125470519,0.126580268,1,0.000157626,10.4,5.833333492,2,0.007309942,0.002506266,3.750908852,0.937727213,0.594252527,0.596814632,2,8,159,5,0,2,5,20,3,12,1,2,3,8,45,2,8,20,31,1,5,5,5,50,20,16,31,90,39,0.5,24,70,5,48,1,7,3,71,3,0,2,1,13,4.875,1,6,3.375,1,8,3,1,2,1,0,0,0
2.148196697,0.716065586,0.893898964,0.683395267,1,0,0,0,1,100,0.250941038,100,0,0,0,0,2,0,2,0,2,100,14.80552101,92.1875,1,0.5,0,0,3,1,6,16.66666603,2,66.66666412,14.80552101,90.7692337,2.5,0.416666657,1,16.66666603,11,50,1.97E-05,8.98E-05,61,0.000109,5.54E-08,7.84E-06,11,635209,629641,0.125470519,0.126580074,1.5,0.000236439,8.7,5.333333492,2,0.006683375,0.002506266,2.829610825,0.943203628,0.765072823,0.64788717,1,9,146,5,0,2,5,15,3,13,1,3,3,6,48,2,6,15,28,0,8,5,5,41,15,10,28,76,33,0.63,23,61,5,44,1,5,3,66,3,0,2,1,14,5,1,9,3.833333333,1,8,3.666666667,1,1,0.666666667,0,0,0
2.76052618,0.690131545,0.695026994,0.270457894,1,0,0,0,1,100,0.501882076,100,0,0,0,0,3,2,6,33.33333206,1,33.33333206,17.56587219,52.04460907,2,0.333333343,0,0,4,4,12,33.33333206,1,25,17.69134331,51.64834976,4,0.333333343,1,8.333333015,18,20,3.23E-05,3.59E-05,38,6.82E-05,9.26E-08,1.31E-05,18,635209,629640,0.125470519,0.126580268,1,0.000157626,9.38,5.833333492,2,0.007309942,0.002506266,3.70217824,0.92554456,0.473948032,0.351000756,1,11,99,4,0,2,2,11,3,14,0,3,3,4,35,1,4,11,22,0,3,4,3,32,11,7,22,56,22,0.62,11,44,4,32,0,4,3,55,3,0,1,1,10,6,3,5,4.25,2,4,3,1,2,1.333333333,0,0,0
2.221428633,0.740476191,0.814564586,0.492621809,1,0,0,0,1,100,0.250941038,100,0,0,0,0,2,0,2,0,2,100,14.80552101,92.1875,1,0.5,0,0,3,1,6,16.66666603,2,66.66666412,14.80552101,90.7692337,2.5,0.416666657,1,16.66666603,8,20,1.44E-05,3.59E-05,28,5.03E-05,3.04E-08,4.30E-06,8,635209,629641,0.125470519,0.126580074,1.5,0.000236439,7.11,5.333333492,2,0.006683375,0.002506266,2.858261585,0.952753842,0.665197968,0.426351458,0,12,90,5,0,2,2,9,3,16,0,5,3,3,36,1,3,9,20,0,7,5,3,30,9,6,20,51,23,0.71,8,43,5,33,0,3,3,59,3,0,1,1,12,8.333333333,3,11,5.666666667,2,8,4.333333333,1,2,1.4,0,0,0
6.052000046,0.864571452,0.360898167,0.244956583,0,0,0,0,0,0,0,0,0,0,0,0,7,5,42,11.90476227,2,28.5714283,20.32622337,56.64335632,18.5,0.440476179,0,0,7,5,42,11.90476227,2,28.5714283,20.32622337,56.64335632,18.5,0.440476179,0,0,25,0,4.49E-05,0,25,4.49E-05,6.56E-09,9.28E-07,25,636006,616915,0.125313282,0.12919122,0,0,8.86,14.26666546,1,0.017878028,0.001253133,6.839548588,0.977078378,0.180571809,0.159450307,0,5,176,2,0,1,1,12,1,10,0,5,1,9,82,1,9,12,39,0,3,2,9,39,12,9,28,78,22,1.05,18,50,2,37,0,9,1,63,2,0,6,1,4,1.777777778,1,5,2.666666667,1,2,1.333333333,1,3,0.666666667,0,0,0
4.021915436,0.804383099,0.513025463,0.258523375,1,0,0,0,1,100,0.878293574,100,0,0,0,0,4,2,12,16.66666603,2,50,17.69134331,52.22222137,5,0.416666657,0,0,5,3,20,15,2,40,17.81681252,51.26353836,8.5,0.425000012,2.5,12.5,26,2,4.67E-05,3.59E-06,28,5.03E-05,1.01E-07,1.43E-05,26,635209,628843,0.125470519,0.126740694,2.333333254,0.000367795,8.76,6.833333492,2,0.008563074,0.002506266,4.75040102,0.950080156,0.265706778,0.274125427,0,5,111,4,0,1,0,13,2,8,0,3,2,7,47,1,7,12,21,0,3,5,7,24,12,10,21,52,18,0.9,12,39,4,26,0,7,2,57,3,0,2,1,5,2.571428571,1,11,3.285714286,1,4,1.714285714,1,2,0.888888889,0,0,0
1,1,1,1,1,0,0,0,1,100,0.627352595,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.627352595,100,0,0,0,0,0,6,0,1.08E-05,6,1.08E-05,3.85E-10,5.44E-08,0,634413,636006,0.12562795,0.125313282,0,0,3.57,1,2.5,0.001253133,0.003132832,1,1,1,1,16,15,407,12,1,2,0,114,4,18,0,2,4,18,84,1,18,63,50,0,5,18,1,204,79,40,54,289,138,0.29,35,192,11,129,0,18,6,86,1,0,0,1,7,3.333333333,2,21,5.333333333,1,24,4.777777778,1,3,1.5,0,0,0
4.532296658,0.647470951,0.596090794,0.176885426,2,0,2,0,2,100,1.38017571,73.33333588,1,0.5,0,0,5,6,20,30,2,40,17.69134331,49.12892151,7,0.349999994,0,0,7,14,42,33.33333206,1,14.28571415,17.81681252,47.01986694,14,0.333333343,1.333333373,3.174603224,17,5,3.05E-05,8.98E-06,22,3.95E-05,5.33E-08,7.53E-06,17,634412,628842,0.125628144,0.126740903,1.333333373,0.000210168,8.63,7.333333492,3,0.009189641,0.003759399,5.845091343,0.835013092,0.288382918,0.212212175,0,6,51,2,0,1,0,4,2,6,0,0,2,2,21,1,2,3,11,0,2,3,2,7,3,2,11,22,7,0.95,8,18,2,14,0,2,2,0,3,0,3,1,5,4.5,4,6,5.5,5,2,1.5,1,2,1,0,0,0
3,0.75,0.797284007,0.114720993,4,2,12,16.66666603,2,50,1.254705191,40,5,0.416666657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.66666603,2,50,1.254705191,40,5,0.416666657,0,0,0,6,0,1.08E-05,6,1.08E-05,3.12E-10,4.42E-08,0,632022,636006,0.126103207,0.125313282,0,0,3.98,1,5.5,0.001253133,0.00689223,3.461208582,0.865302145,0.383154571,0.150290504,0,3,70,1,0,1,0,6,1,6,6,2,1,6,35,1,6,6,8,0,0,1,6,11,6,6,8,26,10,1.35,9,18,1,11,0,0,1,0,1,0,0,1,5,3.333333333,2,3,2.166666667,1,1,1,1,0,0,0,0,0
4.047274113,0.674545646,0.569604754,0.135128811,1,0,0,0,1,100,0.627352595,100,0,0,0,0,5,6,20,30,2,40,17.69134331,49.12892151,7,0.349999994,0,0,6,9,30,30,1,16.66666603,17.81681252,48.6301384,10.5,0.349999994,1.5,5,19,4,3.41E-05,7.18E-06,23,4.13E-05,6.03E-08,8.53E-06,19,635209,628842,0.125470519,0.126740903,1.5,0.000236439,8.62,7.333333492,2,0.009189641,0.002506266,5.211193562,0.86853224,0.272675872,0.15576306,0,7,51,2,0,1,0,3,2,7,0,0,2,2,22,1,2,3,11,0,0,2,2,9,3,2,11,21,7,1.05,8,18,2,14,0,2,2,0,3,0,3,1,3,2.5,2,7,4.5,2,2,1.5,1,1,0.75,0,0,0
2.859240294,0.571848035,0.71494472,0.118475899,1,0,0,0,1,100,0.752823114,100,0,0,0,0,4,6,12,50,1,25,17.56587219,49.46996307,3,0.25,0,0,5,10,20,50,1,20,17.69134331,48.78892899,5,0.25,0,0,17,4,3.05E-05,7.18E-06,21,3.77E-05,6.79E-08,9.61E-06,17,635209,629639,0.125470519,0.126580462,0,0,8.5,6.333333492,2,0.007936508,0.002506266,4.161748886,0.832349777,0.339224547,0.22285831,0,5,48,2,0,1,0,5,2,5,0,0,2,2,22,1,2,3,9,0,0,4,2,5,3,2,9,17,5,1.29,9,14,2,10,0,2,3,0,3,0,2,1,3,2.5,2,7,4.5,2,2,1.5,1,1,0.75,0,0,0
6.125806332,0.765725791,0.531666279,0.362516671,1,0,0,0,1,100,0.627352595,100,0,0,0,0,7,5,42,11.90476227,2,28.5714283,20.32622337,63.03501892,18.5,0.440476179,0,0,8,8,56,14.28571415,1,12.5,20.32622337,61.83206177,24,0.428571433,4,7.142857075,19,12,3.41E-05,2.15E-05,31,5.56E-05,7.12E-09,1.01E-06,19,635209,621681,0.125470519,0.128200799,7,0.001103384,9.14,12.31666565,2,0.015434418,0.002506266,6.89578104,0.86197263,0.342386127,0.408946395,1,7,260,3,0,1,30,8,1,10,1,2,1,6,58,1,6,8,152,0,2,3,5,153,8,6,53,188,19,0.31,14,72,3,63,0,5,1,94,2,0,6,1,5,3.166666667,1,5,4.333333333,3,3,1.333333333,1,3,1,0,0,0
2.983333349,0.745833337,1.032569528,0.421434969,4,2,12,16.66666603,2,50,1.505646229,60,5,0.416666657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.66666603,2,50,1.505646229,60,5,0.416666657,0,0,0,10,0,1.80E-05,10,1.80E-05,4.82E-10,6.81E-08,0,632818,636006,0.125944585,0.125313282,0,0,5.18,1,5,0.001253133,0.006265664,3.15427351,0.788568377,0.607333064,0.504815102,0,37,280,10,0,10,3,16,10,42,1,0,10,1,32,1,1,10,198,0,0,16,1,208,10,10,6,239,16,0.13,9,22,10,11,5,0,16,0,1,0,0,1,6,6,6,2,2,2,22,22,22,2,2,2,0,0
2.214285612,0.738095224,0.89192003,0.282438159,2,1,2,50,1,50,1.129234672,69.2307663,0.5,0.25,0,0,1,0,0,0,1,100,0.627352595,100,0,0,0,0,3,1,6,16.66666603,2,66.66666412,1.631116629,72.22222137,2.5,0.416666657,2,33.33333206,3,11,5.39E-06,1.97E-05,14,2.51E-05,7.88E-10,1.11E-07,3,634412,628852,0.125628144,0.126738876,4,0.000630505,6.27,4.650000095,3,0.005827068,0.003759399,2.225274801,0.741758227,0.62163496,0.398899734,0,8,59,4,0,3,0,5,3,10,0,2,3,2,30,1,2,5,7,1,1,4,1,8,5,5,8,23,9,1.3,6,17,4,11,0,2,3,0,4,0,0,1,6,4.5,3,3,2.5,2,4,2.5,1,2,1.5,0,0,0
