EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
1,0.5,1.329898715,0.151902348,2,1,2,50,1,50,1.340206146,78.78787994,0.5,0.25,0,0,1,0,0,0,1,100,0.979381442,100,0,0,0,0,2,1,2,50,1,50,1.340206146,78.78787994,0.5,0.25,0,0,2,5,1.66E-07,4.16E-07,5,4.16E-07,3.01E-09,4.25E-07,2,3186986,2208800,0.060872562,0.087830499,0,0,8.02E-14,114.4922333,57.85399628,0.058986209,0.029806284,1.887554884,0.943777442,0.769743025,0.791570902,0,5,206,3,0,1,4,18,1,6,0,0,1,13,88,1,13,17,31,0,4,4,13,47,17,13,31,89,38,0.99,32,69,3,52,0,13,1,69,1,0,1,2,8,2.615384615,1,6,2.230769231,1,3,1.230769231,1,2,0.466666667,0,0,0
48.55257797,0.867010355,0.227098867,0.468892902,50,320,2450,13.06122494,1,2,7.164948463,12.67092037,1065,0.434693873,504.5680847,20.59461594,11,42,110,38.18181992,1,9.090909004,26.34020615,62.46943665,34,0.309090912,22.83333397,20.75757599,56,499,3080,16.20129776,1,1.785714269,27.73195839,30.24170876,1290.5,0.418993503,329.1183472,10.68566036,76,2027,6.32E-06,0.000168687,2083,0.000173347,1.50E-05,0.00212,76,3186504,2208795,0.060881767,0.087830693,4481.156738,0.119127102,8.03E-14,122.3423309,111.4725494,0.063030571,0.057430472,48.98407364,0.874715567,0.213824168,0.473531663,2,4,279,6,3,1,0,56,1,4,0,0,1,38,34,1,38,55,55,10,9,6,23,96,55,38,55,193,84,0.18,57,139,6,89,0,38,1,89,1,1,11,1,418,18.39473684,1,7,1.763157895,0,18,1.789473684,1,5,0.487804878,0,0,0
1,0.5,1.125,0,2,1,2,50,1,50,2.268041134,75.86206818,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,1,50,2.268041134,75.86206818,0.5,0.25,0,0,0,4,0,3.33E-07,4,3.33E-07,2.86E-08,4.05E-06,0,3184920,3765540,0.060912047,0.051519834,0,0,8.02E-14,1,67.00159454,0.000515198,0.03451911,1.990676403,0.995338202,0.502181351,3.77E-06,0,5,57,3,0,2,0,6,2,6,0,0,2,4,17,1,4,6,11,0,3,3,4,14,6,6,11,30,10,0.57,12,21,3,14,0,4,2,50,2,0,0,1,4,2.25,1,3,2.5,2,3,1.5,1,2,1,0,1,1
6.686997414,0.742999732,0.612529457,0.272691369,3,5,6,83.33333588,1,33.33333206,3.711340189,56.25,0.5,0.083333336,0,0,6,7,30,23.33333397,1,16.66666603,7.010309219,53.75494003,11.5,0.383333325,0,0,9,23,72,31.94444466,1,11.11111069,7.268041134,37.00787354,24.5,0.340277791,4.5,6.25,28,18,2.33E-06,1.50E-06,46,3.83E-06,1.63E-07,2.31E-05,28,3186793,2208818,0.060876247,0.087829784,7.663888931,0.000203737,8.03E-14,117.1755753,75.01828766,0.060368665,0.038649298,7.540625095,0.837847233,0.253566831,0.19904013,0,5,100,2,0,1,1,10,1,5,0,0,1,8,30,1,8,10,18,0,0,2,8,19,10,8,14,50,12,0.6,20,26,2,15,0,8,1,87,2,0,5,1,9,5.125,2,5,2.375,2,2,1.25,1,1,0.4,0,0,0
12.47085953,0.831390619,0.286264271,0.224965423,9,13,72,18.05555534,3,33.33333206,4.587628841,40.45454407,29.5,0.409722209,26,36.11111069,8,19,56,33.92856979,1,12.5,25.82474136,68.16326904,18.5,0.330357134,16.5,29.4642849,15,64,210,30.47619057,1,6.666666508,26.64948463,56.44104767,73,0.347619057,37.58333206,17.89682579,270,94,2.25E-05,7.82E-06,359,2.99E-05,2.12E-05,0.00299,270,3186598,2208813,0.060879972,0.087829977,1004.324158,0.02669896,8.02E-14,118.7589417,82.38937378,0.06118441,0.04244687,12.95072174,0.863381445,0.184791088,0.287175864,5,14,565,8,0,1,0,80,3,18,0,3,3,25,126,1,25,78,57,2,4,9,18,226,78,31,52,380,176,0.33,63,228,8,140,0,25,3,76,2,0,7,2,16,5.92,0,11,5.6,1,96,9.04,1,2,1.185185185,0,0,0
1,0.5,1.604510427,0.042890456,1,0,0,0,1,100,0.773195863,100,0,0,0,0,2,1,2,50,1,50,1.082474232,77.77777863,0.5,0.25,0,0,2,1,2,50,1,50,1.082474232,77.77777863,0.5,0.25,0,0,26,3,2.16E-06,2.50E-07,26,2.16E-06,8.23E-08,1.16E-05,26,3186896,2209607,0.06087428,0.087798417,0,0,8.02E-14,99.15187836,61.86828232,0.051082883,0.031874437,1.339793563,0.669896781,0.993510187,0.578652442,0,11,72,5,0,2,0,12,3,13,0,1,3,3,19,1,3,8,9,0,2,9,3,25,8,6,10,39,23,0.49,14,33,5,24,0,3,4,0,2,0,2,1,8,7.333333333,6,6,5,3,7,3.333333333,1,1,0.8,0,0,0
2,1,0.921699345,0.980925024,2,0,2,0,2,100,0.721649468,100,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,100,0.721649468,100,1,0.5,0,0,0,49,0,4.08E-06,49,4.08E-06,1.97E-09,2.79E-07,0,3185237,3765540,0.060905986,0.051519834,0,0,8.02E-14,1,53.17457199,0.000515198,0.027395451,2,1,0.921699345,0.980925024,1,18,210,6,0,3,0,21,4,28,0,10,4,5,97,1,5,18,27,0,6,8,4,66,18,15,24,103,51,0.94,11,75,6,56,0,5,4,50,2,0,0,1,18,9.8,4,10,5.8,1,16,5.6,1,3,2.142857143,0,0,0
15.91309834,0.691873848,0.448132575,0.501201689,9,22,72,30.55555534,1,11.11111069,5,35.66176605,25,0.347222209,2,2.777777672,16,77,240,32.08333206,1,6.25,26.49484444,52.39551544,81.5,0.339583337,23.44047546,9.766864777,23,153,506,30.23715401,1,4.347826004,26.75257683,44.39691925,176.5,0.348814219,53.68816757,10.6103096,950,40,7.91E-05,3.33E-06,983,8.18E-05,2.88E-05,0.00407,950,3186579,2208729,0.060880337,0.087833323,524.8662109,0.013953048,8.02E-14,130.325592,85.38933563,0.06714353,0.043992445,16.88348007,0.734064341,0.353928536,0.538672864,10,12,1411,8,3,1,3,323,3,12,0,0,3,101,61,1,101,300,170,2,2,9,86,710,300,119,148,1230,628,0.05,124,776,8,468,0,101,3,92,3,1,13,4,57,6.514851485,0,16,5.524752475,1,17,3.930693069,1,3,1.291262136,0,2,1
8.950784683,0.89507848,0.530248404,0.626975536,1,0,0,0,1,100,1.752577305,100,0,0,0,0,9,34,72,47.22222137,1,11.11111069,26.03092766,61.66056061,19,0.263888896,0,0,10,40,90,44.44444275,1,10,26.03092766,59.20281219,25,0.277777791,0.785714269,0.873015881,58,3,4.83E-06,2.50E-07,61,5.08E-06,2.62E-06,0.00037,58,3763600,2206816,0.051546391,0.08790946,0.189572647,5.04E-06,8.02E-14,124.6923065,2,0.064241268,0.001030397,9.121492386,0.912149251,0.460203916,0.786235094,0,4,323,3,0,1,0,43,1,5,0,1,1,41,79,1,41,43,85,0,0,3,41,58,43,43,55,186,45,0.42,58,100,3,57,0,41,1,0,4,0,7,1,8,0.268292683,0,6,1.414634146,1,3,1.048780488,1,1,0.068181818,0,1,1
22.55595207,0.805569708,0.231648937,0.262206018,13,46,156,29.4871788,1,7.692307472,5.412371159,31.72205353,55,0.352564096,10.66666698,6.837606907,18,103,306,33.66012955,1,5.555555344,6.39175272,21.45328712,101.5,0.331699342,25.7857151,8.426704407,28,216,756,28.5714283,1,3.571428537,6.804123878,15.942029,270,0.357142866,68.67182159,9.083575249,74,34,6.16E-06,2.83E-06,102,8.49E-06,2.61E-07,3.69E-05,74,3186427,2208720,0.060883239,0.08783368,2785.732666,0.07405594,8.02E-14,132.2089233,89.92591858,0.068113819,0.046329685,22.72437477,0.81158483,0.168866217,0.271133006,0,1,318,1,19,1,0,19,1,11,0,10,1,19,213,1,19,19,75,0,0,1,0,0,19,19,25,76,0,2.8,29,25,1,24,0,19,1,0,0,2,17,0,4,1,0,1,1,1,1,1,1,0,0,0,0,0
56.83162689,0.916639149,0.156499952,0.361044616,62,429,3782,11.3432045,1,1.612903237,7.525773048,11.24807358,1676.5,0.443283975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,429,3782,11.3432045,1,1.612903237,7.525773048,11.24807358,1676.5,0.443283975,0,0,0,998,0,8.31E-05,998,8.31E-05,4.68E-06,0.000662,0,3184540,3765540,0.060919315,0.051519834,0,0,8.02E-14,1,119.9725342,0.000515198,0.061809652,57.00217438,0.919389904,0.129833624,0.344511241,0,4,40,1,0,1,0,1,1,5,0,1,1,1,24,1,1,1,4,0,1,1,1,1,1,1,4,9,1,2.67,7,5,1,3,0,1,1,0,1,0,0,1,337,337,337,2,2,2,1,1,1,0,0,0,0,0
16.4728756,0.866993427,0.247955561,0.27399376,10,13,90,14.44444466,4,40,4.639175415,39.64757538,38.5,0.427777767,42,46.66666794,13,41,156,26.28205109,3,23.07692337,26.34020615,62.31707382,57.5,0.368589729,47.83333206,30.66239357,19,84,342,24.56140327,2,10.52631569,26.80412292,53.77455902,129,0.377192974,86.19999695,25.20467758,434,170,3.61E-05,1.41E-05,595,4.95E-05,3.56E-05,0.00504,434,3186596,2208774,0.060880013,0.087831527,1623.890259,0.043169513,8.03E-14,125.6589966,83.0560379,0.064739309,0.042790335,16.76585007,0.882413149,0.181835815,0.333293229,8,14,878,11,0,1,0,125,3,18,0,2,3,40,144,1,40,124,84,2,9,11,30,380,124,48,74,615,278,0.23,125,352,11,217,1,40,3,87,2,0,12,2,14,5.85,0,14,5.875,1,163,9.45,1,2,1.095238095,0,1,1
1.126915455,0.375638485,1.418131828,0.262326986,1,0,0,0,1,100,0.979381442,100,0,0,0,0,3,3,6,50,1,33.33333206,5.309278488,79.84496307,1.5,0.25,0,0,3,3,6,50,1,33.33333206,5.309278488,79.84496307,1.5,0.25,0,0,28,3,2.33E-06,2.50E-07,28,2.33E-06,1.41E-07,2.00E-05,28,3186894,2209537,0.060874317,0.087801203,0,0,8.02E-14,104.7138824,62.11828232,0.053948421,0.032003235,1.828520536,0.609506845,0.967044652,0.59511143,0,12,82,4,0,2,0,11,2,16,0,3,2,3,24,1,3,7,10,0,2,8,3,30,7,6,10,43,26,0.56,15,36,4,28,0,3,4,0,2,0,3,1,7,5.666666667,4,11,8,3,4,2.333333333,1,1,0.8,0,1,1
2.135067225,0.355844527,1.095518708,0.538643718,1,0,0,0,1,100,0.979381442,100,0,0,0,0,6,14,30,46.66666794,1,16.66666603,25.77319527,71.22507477,8,0.266666681,0,0,6,14,30,46.66666794,1,16.66666603,25.77319527,71.22507477,8,0.266666681,0,0,56,3,4.66E-06,2.50E-07,56,4.66E-06,2.79E-06,0.000394,56,3186894,2209526,0.060874317,0.087801635,0,0,8.02E-14,107.2639542,62.11828232,0.055262212,0.032003235,4.002658367,0.667109728,0.781386137,0.58676821,0,7,103,3,0,1,0,15,1,7,0,0,1,8,15,1,8,11,17,0,2,7,8,43,11,10,17,67,36,0.22,21,53,3,41,0,8,2,37,2,0,6,1,9,4.25,0,11,6.25,0,3,1.375,1,1,0.4,0,0,0
3.233856201,0.80846405,1.007775784,0.308990568,1,0,0,0,1,100,2.010309219,100,0,0,0,0,3,1,6,16.66666603,2,66.66666412,6.340206146,84.2465744,2.5,0.416666657,0,0,4,3,12,25,2,50,6.546391964,68.64865112,4.5,0.375,1,8.333333015,5,5,4.16E-07,4.16E-07,10,8.32E-07,4.90E-08,6.94E-06,5,3186869,2209577,0.060874797,0.087799609,2.309956789,6.14E-05,8.02E-14,101.0471497,64.83493805,0.052059326,0.033402853,3.296356201,0.82408905,0.414421707,0.262259424,0,6,118,2,0,1,1,12,2,9,0,0,2,7,15,1,7,12,25,0,1,2,7,21,12,7,16,58,19,0.26,45,35,2,22,2,7,2,14,2,0,3,1,5,2.571428571,1,2,2,2,2,1.714285714,1,1,0.777777778,0,0,0
24.87804222,0.829268098,0.225007132,0.323512524,23,97,506,19.16996002,1,4.347826004,5.206185341,21.12970734,204.5,0.404150188,53.48333359,10.56982899,8,11,56,19.6428566,1,12.5,27.31958771,70.38512421,22.5,0.401785702,9,16.0714283,30,157,870,18.04597664,1,3.333333254,27.93814468,45.3936348,356.5,0.409770101,117.0500031,13.45402336,228,368,1.90E-05,3.06E-05,592,4.93E-05,1.45E-05,0.00204,228,3186571,2208136,0.06088049,0.087856904,7767.878906,0.20650135,8.02E-14,129.3751984,91.47260284,0.066653892,0.047126535,25.37372398,0.845790803,0.157224357,0.355706692,6,17,923,37,5,4,0,237,5,18,0,1,2,40,126,1,40,98,95,1,38,37,28,494,214,145,97,731,299,0.17,90,396,8,299,0,40,6,94,1,1,7,2,43,7.975,0,25,4.2,1,22,4.2,1,3,1.261904762,0,2,1
4.038908958,0.673151493,0.726835847,0.146449417,1,0,0,0,1,100,1.752577305,100,0,0,0,0,5,11,20,55,1,20,25.92783546,73.75366211,4.5,0.224999994,0,0,6,14,30,46.66666794,1,16.66666603,25.92783546,70.25139618,8,0.266666681,0.5,1.666666627,12,5,9.99E-07,4.16E-07,17,1.41E-06,2.57E-06,0.000364,12,3763600,2206883,0.051546391,0.087906793,0.078461535,2.09E-06,8.02E-14,116.7589188,2,0.060154002,0.001030397,5.20477438,0.867462397,0.237782687,0.110430099,0,4,77,2,0,1,0,5,1,11,0,7,1,4,43,1,4,5,9,0,0,2,4,8,5,4,8,23,6,1.87,11,14,2,8,0,4,1,0,2,0,4,1,3,2,1,5,2.75,2,2,1.25,1,1,0.428571429,0,0,0
18.48764038,0.880363822,0.276425838,0.343911082,15,47,210,22.38095284,1,6.666666508,5.257731915,27.94520569,81.5,0.38809523,20.89999962,9.952381134,7,6,42,14.28571415,3,42.8571434,27.31958771,75.39118195,18,0.428571433,2.5,5.952381134,21,87,420,20.7142849,2,9.523809433,27.98969078,52.16138458,166.5,0.396428585,53.15000153,12.65476227,24,118,2.00E-06,9.82E-06,140,1.17E-05,2.98E-06,0.000422,24,3186557,2209522,0.060880758,0.087801799,412.6593323,0.010970139,8.02E-14,107.197258,90.88929749,0.05522785,0.046826016,19.36911583,0.922338843,0.179112241,0.364136696,3,6,216,3,0,1,34,9,2,8,4,1,2,6,55,2,6,9,57,0,3,3,3,74,9,6,55,111,26,0.5,58,81,3,67,0,2,2,98,1,0,6,2,7,2.5,0,5,2.333333333,1,3,1.5,1,1,0.444444444,0,1,1
36.99158096,0.787054956,0.232970312,0.420602679,32,189,992,19.05241966,1,3.125,6.546391964,16.60130692,401.5,0.40473789,135.2158661,13.6306324,24,120,552,21.73913002,1,4.166666508,27.73195839,48.77606583,216,0.391304344,141.1750031,25.57518196,47,368,2162,17.02127647,1,2.127659559,28.35051537,34.46115112,897,0.414893627,438.8753052,20.29950523,710,481,5.91E-05,4.00E-05,1090,9.04E-05,3.81E-05,0.00539,710,3186529,2208039,0.060881291,0.087860771,14648.89551,0.389426351,8.02E-14,145.1581421,101.3058777,0.074785233,0.052192621,38.28668594,0.814610302,0.193130121,0.437699109,12,10,2085,10,8,1,7,360,2,11,0,1,2,144,307,1,144,339,338,35,34,11,89,879,343,159,256,1532,632,0.2,273,888,10,594,0,144,3,96,1,1,22,3,42,4.743055556,0,17,3.972222222,0,109,4.666666667,1,3,0.890410959,0,21,1
9.092808723,0.826618969,0.431298554,0.406184018,9,17,72,23.61111069,1,11.11111069,4.432989597,41.34615326,27.5,0.381944448,0,0,2,0,2,0,2,100,1.340206146,86.66666412,1,0.5,0,0,11,29,110,26.36363602,1,9.090909004,4.587628841,37.3949585,40.5,0.368181825,15.25,13.86363602,2,48,1.66E-07,3.99E-06,50,4.16E-06,1.04E-07,1.47E-05,2,3186792,2209524,0.060876265,0.087801717,233.7142792,0.006213062,8.02E-14,103.5471725,77.43497467,0.053347334,0.039894372,10.07606602,0.916006029,0.281544656,0.555077255,0,1,47,1,0,1,0,6,1,2,0,1,1,6,25,1,6,6,8,0,0,1,6,0,6,6,8,9,0,2.78,13,8,1,7,0,6,1,0,0,1,2,0,3,1.5,0,0,0,0,1,1,1,0,0,0,0,0
