EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
2,1,0.526627243,0.143327355,1,0,0,0,1,100,1.677067041,100,0,0,0,0,2,0,2,0,2,100,1.716068625,100,1,0.5,1,50,2,0,2,0,2,100,1.716068625,100,1,0.5,1,50,6,7,1.10E-05,1.28E-05,12,0.002197271,0.000772572,0.109258175,6,6574096,4791662,0.039001562,0.053509619,1,1.52E-05,7.66E-13,189.360199,2,0.073824637,0.000779727,2,1,0.526627243,0.143327355,0,5,437,5,0,1,2,36,1,10,0,5,1,31,179,2,31,36,62,0,14,5,31,85,36,31,62,211,50,0.85,48,112,5,76,0,31,1,89,1,0,3,2,13,1.483870968,1,6,1.322580645,1,9,1.290322581,1,2,0.205882353,0,0,0
40.07860565,0.932060599,0.178065136,0.492484003,1,0,0,0,1,100,0.078003123,100,0,0,0,0,43,136,1806,7.530454159,6,13.95348835,58.77535248,31.64636612,835,0.462347716,42,2.325581312,43,136,1806,7.530454159,6,13.95348835,58.77535248,31.64636612,835,0.462347716,42,2.325581312,229,1,0.000419313,1.83E-06,229,0.041931253,0.055443048,7.84083128,229,6574096,4790968,0.039001562,0.053517368,695,0.01057592,7.66E-13,271.2924194,2,0.105767027,0.000779727,40.99889755,0.95346272,0.066580079,0.424271196,0,12,437,2,0,1,20,31,1,16,0,2,1,25,89,17,25,31,93,5,2,2,20,145,31,25,107,298,68,0.3,50,175,2,142,1,25,1,100,9,0,18,2,4,1,0,21,3.88,0,2,1.16,1,1,0.177777778,0,0,0
7.690688133,0.854520917,0.365953088,0.098429747,1,0,0,0,1,100,0.117004678,100,0,0,0,0,8,8,56,14.28571415,1,12.5,40.32761383,64.18373871,24,0.428571433,0,0,9,8,72,11.11111069,2,22.22222137,40.44461823,64.25031281,32,0.444444448,8,11.11111069,17,2,3.11E-05,3.66E-06,19,0.003479012,0.002368998,0.335026979,17,6574096,4927115,0.039001562,0.052038565,631.1265259,0.009603948,7.66E-13,198.6842346,2,0.077459738,0.000779727,8.600969315,0.955663264,0.128682032,0.048393957,0,23,99,2,0,1,4,4,1,29,0,1,1,3,28,3,3,4,27,2,0,2,1,27,4,3,31,59,9,0.47,12,40,2,35,3,3,1,100,5,0,3,2,3,1.333333333,0,10,4.666666667,1,2,1.333333333,1,0,0,0,2,1
16.20157433,0.900087416,0.204797357,0.203604743,1,0,0,0,1,100,0.156006247,100,0,0,0,0,17,33,272,12.13235283,4,23.52941132,23.3229332,62.09761047,119.5,0.439338237,0,0,18,34,306,11.11111069,4,22.22222137,23.3229332,61.84074402,136,0.444444448,16,5.228758335,45,2,8.24E-05,3.66E-06,47,0.008605978,0.001364115,0.192914978,45,6563847,4913966,0.039062459,0.052177813,1319.477295,0.020078687,7.66E-13,239.1516571,3.583333254,0.093236513,0.001397011,16.68358421,0.926865816,0.088074341,0.095688686,0,6,91,1,0,1,0,6,1,8,1,1,1,6,27,2,6,6,28,1,1,1,5,15,6,6,25,53,6,0.51,11,31,1,24,0,5,1,80,3,0,12,2,2,0.666666667,0,10,3.166666667,1,1,1,1,0,0,0,0,0
1,1,1,1,1,0,0,0,1,100,0.078003123,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.078003123,100,0,0,0,0,0,5,0,9.16E-06,5,0.00091553,7.69E-06,0.001087363,0,6571533,6576660,0.039016772,0.038986355,0,0,7.66E-13,1,2.5,0.000389864,0.000974659,1,1,1,1,0,4,72,1,0,1,1,4,1,8,0,4,1,4,42,1,4,4,10,0,1,1,4,5,4,4,9,23,4,1.83,7,13,1,8,0,4,1,50,1,0,0,2,1,1,1,2,1.25,1,1,1,1,0,0,0,0,0
2.182692289,0.727564096,0.742067933,0.8196854,2,1,2,50,1,50,0.312012494,80,0.5,0.25,0,0,1,0,0,0,1,100,6.279251099,100,0,0,0,0,3,1,6,16.66666603,2,66.66666412,6.591263771,98.83040619,2.5,0.416666657,2,33.33333206,2,14,3.66E-06,2.56E-05,16,0.002929695,0.000189114,0.026744744,2,6568969,4935181,0.039032001,0.051953513,1297.251221,0.019740468,7.66E-13,165.7227631,3.5,0.064609267,0.001364522,2.724359035,0.908119678,0.69788301,0.815357029,0,4,74,1,0,1,0,6,1,6,0,2,1,6,32,1,6,6,13,0,1,1,6,7,6,6,10,33,6,0.97,9,16,1,9,0,6,1,0,1,0,1,1,3,1.833333333,1,3,1.833333333,1,1,1,1,4,0.444444444,0,0,0
5.894444466,0.842063487,0.434240639,0.126082987,0,0,0,0,0,0,0,0,0,0,0,0,7,6,42,14.28571415,2,28.5714283,41.73167038,56.82421494,18,0.428571433,0,0,7,6,42,14.28571415,2,28.5714283,41.73167038,56.82421494,18,0.428571433,0,0,12,0,2.20E-05,0,12,0.002197271,0.001483919,0.209857881,12,6576660,4929737,0.038986355,0.052010886,0,0,7.66E-13,192.853363,1,0.075186498,0.000389864,6.678051472,0.954007387,0.201247349,0.070510969,0,8,47,1,0,1,2,2,1,9,0,0,1,2,21,2,2,2,10,0,0,1,2,7,2,2,11,21,2,1,5,13,1,10,1,2,1,100,5,0,2,2,0,0,0,3,3,3,1,1,1,0,0,0,0,0
2.128205061,0.709401727,0.830975056,0.880916655,2,0,2,0,2,100,0.312012494,100,1,0.5,0,0,1,0,0,0,1,100,0.117004678,100,0,0,0,0,3,1,6,16.66666603,2,66.66666412,0.351014048,81.8181839,2.5,0.416666657,1,16.66666603,13,2,2.38E-05,3.66E-06,15,0.002746589,7.85E-06,0.001109757,13,6571532,4933258,0.039016776,0.051973768,642,0.009769412,7.66E-13,131.2218323,3,0.051158611,0.001169591,2.705982924,0.901994288,0.779816747,0.883440673,3,11,129,5,0,1,2,12,2,13,3,1,2,6,30,1,6,12,20,0,4,5,3,35,12,6,21,79,25,0.38,20,46,5,33,1,3,2,72,1,0,1,1,5,2.666666667,1,9,4.5,1,5,2,1,4,1.75,0,0,0
13.99936485,0.874960303,0.251504868,0.219517216,0,0,0,0,0,0,0,0,0,0,0,0,16,33,240,13.75,3,18.75,23.08892441,61.85997772,103.5,0.431250006,0,0,16,33,240,13.75,3,18.75,23.08892441,61.85997772,103.5,0.431250006,0,0,41,0,7.51E-05,0,41,0.007507342,0.001363063,0.192766264,41,6576660,4921656,0.038986355,0.052096285,0,0,7.66E-13,237.1516571,1,0.092456788,0.000389864,14.54093933,0.908808708,0.101662353,0.102403924,0,7,79,1,0,1,0,5,1,8,1,0,1,5,22,2,5,5,26,1,0,1,4,13,5,5,23,48,5,0.46,9,28,1,22,0,4,1,0,3,0,12,2,1,0.2,0,10,3.6,1,1,1,1,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.117004678,100,0,0,0,0,1,0,0,0,1,100,0.117004678,100,0,0,0,0,1,0,1.83E-06,0,1,0.000183106,1.56E-08,2.21E-06,1,6576660,4931336,0.038986355,0.051994022,0,0,7.66E-13,109.3079071,1,0.042615168,0.000389864,1,1,1,1,0,4,60,1,0,1,0,3,1,8,0,3,1,3,29,1,3,3,13,0,0,1,3,2,3,3,12,23,2,1.26,8,14,1,10,0,3,1,0,1,0,1,2,3,1,0,2,0.666666667,0,1,1,1,0,0,0,0,0
2,1,0.680000067,0.677242994,1,0,0,0,1,100,0.156006247,100,0,0,0,0,1,0,0,0,1,100,0.117004678,100,0,0,0,0,2,0,2,0,2,100,0.234009355,85.7142868,1,0.5,1,50,1,4,1.83E-06,7.32E-06,5,0.00091553,1.28E-06,0.000180365,1,6561285,6571533,0.03907771,0.039016772,1,1.52E-05,7.66E-13,2.5,3.833333492,0.000974659,0.001494477,2,1,0.680000067,0.677242994,0,4,65,1,0,1,0,3,1,10,0,6,1,3,39,1,3,3,8,0,2,1,3,4,3,3,8,19,4,2.05,7,12,1,8,0,3,1,33,1,1,0,2,3,2.333333333,2,3,1.666666667,1,1,1,1,4,0.666666667,0,0,0
4,1,0.272727281,0.122186676,1,0,0,0,1,100,0.234009355,100,0,0,0,0,3,0,6,0,3,100,6.201248169,99.375,3,0.5,0,0,4,0,12,0,4,100,6.435257435,99.39759064,6,0.5,3,25,8,3,1.46E-05,5.49E-06,11,0.002014165,0.000160169,0.022651311,8,6563844,6540786,0.039062478,0.039200183,35.92424393,0.000546665,7.66E-13,8.116666794,4,0.003164392,0.001559454,4,1,0.272727281,0.122186676,0,6,72,3,0,1,0,5,2,13,0,6,2,3,39,1,3,5,12,1,0,3,2,8,5,3,13,25,5,1.56,8,18,3,12,0,3,2,0,2,1,2,1,4,2,1,7,3,0,3,1.666666667,1,2,1.2,0,0,0
2.111111164,0.703703701,1.022242665,0.334961325,3,1,6,16.66666603,2,66.66666412,0.351014048,75,2.5,0.416666657,1,16.66666603,1,0,0,0,1,100,0.117004678,100,0,0,0,0,3,1,6,16.66666603,2,66.66666412,0.351014048,75,2.5,0.416666657,1,16.66666603,1,8,1.83E-06,1.46E-05,8,0.001464847,8.33E-08,1.18E-05,1,6553591,6574096,0.039123587,0.039001562,1,1.52E-05,7.66E-13,2,6.833333492,0.000779727,0.002664068,2.111111164,0.703703701,0.744632125,0.303821057,0,1,35,1,1,1,0,1,1,9,0,8,1,1,29,1,1,1,3,0,0,1,0,0,1,1,3,4,0,7.25,2,3,1,2,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
2.53076911,0.843589723,0.680565834,0.259639621,3,1,6,16.66666603,2,66.66666412,0.429017156,78.57142639,2.5,0.416666657,1,16.66666603,1,0,0,0,1,100,0.117004678,100,0,0,0,0,3,1,6,16.66666603,2,66.66666412,0.429017156,78.57142639,2.5,0.416666657,1,16.66666603,4,9,7.32E-06,1.65E-05,12,0.002197271,7.87E-07,0.000111331,4,6553590,6574096,0.039123595,0.039001562,1,1.52E-05,7.66E-13,2,7,0.000779727,0.002729045,2.53076911,0.843589723,0.555747807,0.277485967,0,6,104,3,2,1,1,7,1,10,0,4,1,5,46,2,5,7,16,0,3,3,3,14,7,7,17,44,11,1.05,14,28,3,20,0,5,1,41,1,1,2,2,4,2.4,1,5,2,0,3,1.4,1,2,0.75,0,0,0
6,1,0.185000017,0.085301034,4,0,12,0,4,100,0.234009355,66.66666412,6,0.5,0,0,2,0,2,0,2,100,0.858034313,100,1,0.5,0,0,6,0,30,0,6,100,1.092043638,90.32257843,15,0.5,8,26.66666603,4,16,7.32E-06,2.93E-05,20,0.003662118,1.21E-06,0.000170699,4,6566404,6530547,0.039047249,0.039261643,37.92424393,0.000577099,7.66E-13,8.266667366,5,0.003222872,0.001949318,6,1,0.185000017,0.085301034,0,8,118,4,0,1,1,8,2,15,0,6,2,5,53,1,5,8,19,1,1,4,4,19,8,5,18,55,14,0.96,10,32,4,22,0,5,2,70,3,0,1,1,6,2.8,1,9,3.2,1,8,2.4,1,2,0.857142857,0,0,0
6.725806236,0.960829496,0.206885815,0.084138162,4,0,12,0,4,100,0.234009355,66.66666412,6,0.5,0,0,3,2,6,33.33333206,2,66.66666412,2.22308898,96.61016846,2,0.333333343,0,0,7,2,42,4.761904716,6,85.7142868,2.457098246,92.64705658,20,0.476190478,12,28.5714283,11,20,2.01E-05,3.66E-05,31,0.005676284,1.25E-05,0.001763873,11,6566404,6515172,0.039047249,0.039354295,65.94924164,0.00100356,7.66E-13,11.03333187,5,0.004301494,0.001949318,6.725806236,0.960829496,0.19869861,0.079736754,1,14,302,9,0,1,2,23,2,21,2,6,2,11,86,1,11,23,51,0,6,9,10,84,23,11,52,184,59,0.47,33,111,9,85,1,9,2,80,1,0,3,2,12,3.181818182,0,17,3.727272727,1,96,10.18181818,1,4,1.153846154,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.975039005,100,0,0,0,0,1,0,0,0,1,100,0.975039005,100,0,0,0,0,2,0,3.66E-06,0,2,0.000366212,2.14E-06,0.000302438,2,6576660,6423000,0.038986355,0.039919041,0,0,7.66E-13,18.65952301,1,0.007274668,0.000389864,1,1,1,1,0,4,37,1,0,1,0,1,1,6,0,1,1,1,26,1,1,1,3,0,0,1,1,1,1,1,3,8,1,3.25,3,4,1,2,1,1,1,0,3,0,0,1,1,1,1,2,2,2,1,1,1,4,1,0,0,0
5.226190567,0.746598661,0.525502503,0.207063869,3,1,6,16.66666603,2,66.66666412,1.20904839,79.48718262,2.5,0.416666657,0,0,4,3,12,25,2,50,9.789391518,78.19314575,4.5,0.375,0,0,7,10,42,23.80952454,1,14.28571415,10.06240273,71.66666412,16,0.380952388,4.5,10.71428585,9,11,1.65E-05,2.01E-05,20,0.003662118,0.000351901,0.049766317,9,6517720,4932501,0.039338909,0.051981743,20.26732826,0.000308411,7.66E-13,175.954422,12.16666412,0.068598218,0.004743339,5.879075527,0.839867949,0.246855497,0.281129479,0,2,64,1,0,1,1,4,1,6,1,3,1,4,38,1,4,4,11,0,0,1,4,3,4,4,11,19,2,2,7,13,1,10,0,3,1,100,3,1,2,1,2,1.5,1,2,1.5,1,1,1,1,2,0.285714286,0,0,0
17.32137108,0.911651134,0.177107155,0.103106283,2,0,2,0,2,100,0.702028096,94.73683929,1,0.5,0,0,17,47,272,17.27941132,2,11.76470566,57.33229446,56.49500275,112.5,0.413602948,0,0,19,55,342,16.08187103,2,10.52631569,57.44929886,56.19992447,143.5,0.419590652,17,4.970760345,50,5,9.16E-05,9.16E-06,55,0.010070825,0.004709057,0.665961206,50,6571532,4901080,0.039016776,0.052315,137.681427,0.002095119,7.66E-13,251.2016754,3,0.097934373,0.001169591,17.71059227,0.932136476,0.083527565,0.102129728,0,6,161,3,0,1,0,13,1,11,0,4,1,9,64,1,9,12,33,4,1,3,5,23,12,9,28,83,15,0.77,14,43,3,32,0,9,1,77,3,2,12,3,3,1.222222222,0,6,3.222222222,1,3,1.333333333,1,2,0.636363636,0,0,0
12.21261215,0.872329473,0.228338689,0.116289787,10,5,90,5.555555344,5,50,2.418096781,54.38596344,42.5,0.472222209,0,0,4,6,12,50,1,25,9.321372986,78.10457611,3,0.25,0,0,14,25,182,13.73626328,1,7.142857075,10.68642712,65.23809814,78.5,0.431318671,24.33333397,13.36996365,9,28,1.65E-05,5.13E-05,37,0.006774919,0.000642499,0.090863138,9,6525392,4929943,0.03929266,0.052008715,2514.628906,0.038265493,7.66E-13,175.8710938,15.66666603,0.068565726,0.006107862,12.6875906,0.906256497,0.119324639,0.094711751,0,4,117,2,0,1,1,8,1,10,1,5,1,7,62,1,7,8,15,1,1,2,6,12,8,7,13,44,11,1.41,11,24,2,15,0,6,1,71,4,5,1,1,7,3.285714286,0,4,1.857142857,1,2,1.142857143,1,1,0.333333333,0,0,0
2.851190567,0.712797642,0.721954823,0.032061297,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,1,25,39.19656754,67.26907349,4.5,0.375,0,0,4,3,12,25,1,25,39.19656754,67.26907349,4.5,0.375,0,0,8,0,1.46E-05,0,8,0.001464847,0.001226491,0.17345202,8,6576660,4906556,0.038986355,0.052256614,0,0,7.66E-13,203.4008789,1,0.079298586,0.000389864,3.828406572,0.957101643,0.290622979,0.119570926,0,4,51,1,0,1,1,2,1,8,0,4,1,2,30,1,2,2,8,0,0,1,2,3,2,2,8,16,2,1.88,5,10,1,7,0,2,1,100,5,0,2,1,1,0.5,0,3,2.5,2,1,1,1,0,0,0,0,0
2.888669252,0.722167313,0.985027075,0.177543819,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33.33333206,1,25,46.60686493,75.15723419,4,0.333333343,0,0,4,4,12,33.33333206,1,25,46.60686493,75.15723419,4,0.333333343,0,0,6,0,1.10E-05,0,6,0.001098635,0.001408378,0.199174747,6,6576660,4934761,0.038986355,0.051957935,0,0,7.66E-13,202.679306,1,0.079017274,0.000389864,3.612951279,0.90323782,0.282926887,0.129184559,0,4,49,1,0,1,1,2,1,8,0,4,1,2,30,1,2,2,7,0,0,1,2,3,2,2,7,15,2,2,4,9,1,6,0,2,1,100,5,0,2,1,1,0.5,0,3,2.5,2,1,1,1,0,0,0,0,0
23.4095726,0.900368154,0.215127245,0.417564005,5,0,20,0,5,100,0.780031204,66.66666412,10,0.5,0,0,21,46,420,10.95238113,2,9.523809433,56.20124817,47.69943619,187,0.445238084,0,0,26,53,650,8.153845787,2,7.692307472,56.35725403,47.36152267,298.5,0.459230781,91.33333588,14.05128193,73,14,0.000133667,2.56E-05,87,0.015930215,0.020868296,2.951222658,73,6561277,4908698,0.039077759,0.052233811,1251.127441,0.019038595,7.66E-13,256.8588257,6.5,0.100139894,0.002534113,24.38775253,0.937990487,0.073283195,0.252776027,2,7,320,5,0,1,4,24,1,13,0,5,1,16,131,2,16,23,51,4,4,6,10,56,23,16,47,151,40,0.87,38,87,5,62,0,16,2,100,6,0,10,1,6,2.0625,1,16,4.0625,1,5,1.4375,1,4,1.05,0,0,0
